year,reporter,reported_classification,reported_currency,trade_flow,currency_conversion_factor,trade_system,valuation,partner,uncomtrade_id
1989,Algeria,SITC Rev.2,DZD,Import,0.131116,Special,CIF,Origin,12
1989,Algeria,SITC Rev.2,DZD,Export,0.13112,Special,FOB,Last Known Destination,12
1989,Argentina,SITC Rev.2,USD,Import,1,Special,CIF,Origin,32
1989,Argentina,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,32
1989,Aruba,SITC Rev.1,AWG,Import,0.55866,General,CIF,Origin,533
1989,Aruba,SITC Rev.1,AWG,Export,0.55866,General,FOB,Last Known Destination,533
1989,Australia,HS1992,AUD,Import,0.77359,General,FOB,Origin,36
1989,Australia,HS1992,AUD,Export,0.78149,General,FOB,Last Known Destination,36
1989,Austria,SITC Rev.3,ATS,Import,0.075528,Special,CIF,Origin,40
1989,Austria,SITC Rev.3,ATS,Export,0.07553,Special,FOB,Last Known Destination,40
1989,Bahrain,SITC Rev.1,BHD,Import,2.65958,General,CIF,Origin,48
1989,Bahrain,SITC Rev.1,BHD,Export,2.65958,General,FOB,Last Known Destination,48
1989,Bangladesh,HS1992,BDT,Import,0.03108,General,CIF,Origin,50
1989,Bangladesh,HS1992,BDT,Export,0.03111,General,FOB,Last Known Destination,50
1989,Barbados,SITC Rev.2,XCD,Import,0.497191,General,CIF,Origin,52
1989,Barbados,SITC Rev.2,XCD,Export,0.49719,General,FOB,Last Known Destination,52
1989,Belgium-Luxembourg,SITC Rev.3,BEF,Import,0.25693,Special,CIF,Origin,58
1989,Belgium-Luxembourg,SITC Rev.3,BEF,Export,0.257,Special,FOB,Last Known Destination,58
1989,Belize,SITC Rev.1,BZD,Import,0.5,General,CIF,Origin,84
1989,Belize,SITC Rev.1,BZD,Export,0.5,General,FOB,Last Known Destination,84
1989,Bermuda,SITC Rev.1,BMD,Import,NA,NULL,NULL,NA,60
1989,Bermuda,SITC Rev.1,BMD,Export,1,General,FOB,Last Known Destination,60
1989,Bolivia ,SITC Rev.2,USD,Import,1,Special,CIF,Origin,68
1989,Bolivia ,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,68
1989,Brazil,HS1992,USD,Import,1,Special,CIF,Purchase,76
1989,Brazil,HS1992,USD,Export,1,Special,FOB,Last Known Destination,76
1989,Brunei Darussalam,SITC Rev.2,BND,Import,0.512742,General,CIF,Origin,96
1989,Brunei Darussalam,SITC Rev.2,BND,Export,0.51274,General,FOB,Last Known Destination,96
1989,Cameroon,SITC Rev.2,XOF,Import,0.003135,Special,CIF,Origin,120
1989,Cameroon,SITC Rev.2,XOF,Export,0.00313,Special,FOB,Last Known Destination,120
1989,Canada,HS1992,CAD,Import,0.844429,General,FOB,Consignment,124
1989,Canada,HS1992,CAD,Export,0.844625,General,FOB,Consignment,124
1989,Central African Rep.,SITC Rev.2,XOF,Import,0.31347,Special,CIF,Origin,140
1989,Central African Rep.,SITC Rev.2,XOF,Export,0.31347,Special,FOB,Last Known Destination,140
1989,Chile,SITC Rev.2,USD,Import,1,Special,CIF,Purchase,152
1989,Chile,SITC Rev.2,USD,Export,1,Special,FOB,Sale,152
1989,China,SITC Rev.2,USD,Import,1,Special,CIF,Origin,156
1989,China,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,156
1989,"China, Hong Kong SAR",SITC Rev.2,HKD,Import,0.128209,General,CIF,Consignment,344
1989,"China, Hong Kong SAR",SITC Rev.2,HKD,Export,0.1282,General,FOB,Last Known Destination,344
1989,"China, Macao SAR",SITC Rev.3,MOP,Import,0.124461,General,CIF,Origin,446
1989,"China, Macao SAR",SITC Rev.3,MOP,Export,0.12445,General,FOB,Last Known Destination,446
1989,Colombia,SITC Rev.2,USD,Import,1,Special,CIF,Purchase,170
1989,Colombia,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,170
1989,Djibouti,SITC Rev.2,DJF,Import,0.005627,Special,CIF,Origin,262
1989,Djibouti,SITC Rev.2,DJF,Export,0.005627,Special,FOB,Last Known Destination,262
1989,Egypt,SITC Rev.2,EGP,Import,0.448016,Special,CIF,Consignment,818
1989,Egypt,SITC Rev.2,EGP,Export,0.461719,Special,FOB,Last Known Destination,818
1989,Malawi,SITC Rev.2,MWK,Import,0.36296,General,CIF,Origin,454
1989,Malawi,SITC Rev.2,MWK,Export,0.35987,General,FOB,Last Known Destination,454
1989,Mauritius,SITC Rev.3,MUR,Import,0.06557,General,CIF,Consignment,480
1989,Mauritius,SITC Rev.3,MUR,Export,0.06557,General,FOB,Last Known Destination,480
1989,Seychelles,SITC Rev.2,SCR,Import,0.177036,General,CIF,Origin,690
1989,Seychelles,SITC Rev.2,SCR,Export,0.176869,General,FOB,Last Known Destination,690
1989,Costa Rica,SITC Rev.2,USD,Import,1,Special,CIF,Consignment,188
1989,Costa Rica,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,188
1989,Cuba,SITC Rev.3,USD,Import,1,General,CIF,Purchase,192
1989,Cuba,SITC Rev.3,USD,Export,1,NULL,NULL,NA,192
1989,Cyprus,HS1992,CYP,Import,2.01762,General,CIF,Consignment,196
1989,Cyprus,HS1992,CYP,Export,2.01767,General,FOB,Last Known Destination,196
1989,Czechoslovakia,SITC Rev.3,CZK,Import,0.0665,General,FOB,Purchase,200
1989,Czechoslovakia,SITC Rev.3,CZK,Export,0.0663,General,FOB,Sale,200
1989,Denmark,HS1992,DKK,Import,0.136807,General,CIF,Origin,208
1989,Denmark,HS1992,DKK,Export,0.13692,General,FOB,Last Known Destination,208
1989,Dominica,SITC Rev.2,XCD,Import,0.37037,General,CIF,Origin,212
1989,Dominica,SITC Rev.2,XCD,Export,0.3703,General,FOB,Last Known Destination,212
1989,Mali,SITC Rev.2,XOF,Import,0.00313,Special,CIF,Origin,466
1989,Mali,SITC Rev.2,XOF,Export,0.00313,Special,FOB,Last Known Destination,466
1989,Senegal,SITC Rev.2,XOF,Import,0.003136,Special,CIF,Origin,686
1989,Senegal,SITC Rev.2,XOF,Export,0.00314,Special,FOB,Last Known Destination,686
1989,Togo,SITC Rev.2,XOF,Import,0.31347,Special,CIF,Origin,768
1989,Togo,SITC Rev.2,XOF,Export,0.31347,Special,FOB,Last Known Destination,768
1989,Ecuador,SITC Rev.2,USD,Import,1,General,CIF,Origin,218
1989,Ecuador,SITC Rev.2,USD,Export,1,General,FOB,Last Known Destination,218
1989,El Salvador,SITC Rev.2,USD,Import,1,Special,CIF,Origin,222
1989,El Salvador,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,222
1989,Fmr Dem. Rep. of Germany,SITC Rev.2,USD,Import,1,Special,CIF,Origin,278
1989,Fmr Dem. Rep. of Germany,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,278
1989,Hungary,SITC Rev.2,USD,Import,1,General,CIF,Purchase,348
1989,Hungary,SITC Rev.2,USD,Export,1,General,FOB,Sale,348
1989,Poland,SITC Rev.2,PLN,Import,0.691415,General,FOB,Purchase,616
1989,Poland,SITC Rev.2,PLN,Export,0.691415,General,FOB,Sale,616
1989,Romania,HS1992,USD,Import,1,Special,FOB,Origin,642
1989,Romania,HS1992,USD,Export,1,Special,FOB,Last Known Destination,642
1989,Iceland,HS1992,ISK,Import,0.017454,General,CIF,Consignment,352
1989,Iceland,HS1992,ISK,Export,0.017499,General,FOB,Last Known Destination,352
1989,Norway,SITC Rev.3,NOK,Import,0.144839,General,CIF,Origin,579
1989,Norway,SITC Rev.3,NOK,Export,0.14486,General,FOB,Last Known Destination,579
1989,Switzerland,HS1992,CHF,Import,0.61136,Special,CIF,Consignment,757
1989,Switzerland,HS1992,CHF,Export,0.6115,Special,FOB,Last Known Destination,757
1989,Faeroe Isds,SITC Rev.3,DKK,Import,0.136726,General,CIF,Origin,234
1989,Faeroe Isds,SITC Rev.3,DKK,Export,0.136726,General,FOB,Last Known Destination,234
1989,Finland,HS1992,FIM,Import,0.23326,General,CIF,Origin,246
1989,Finland,HS1992,FIM,Export,0.23321,General,FOB,Last Known Destination,246
1989,Fmr Fed. Rep. of Germany,HS1992,USD,Import,1,Special,CIF,Origin,280
1989,Fmr Fed. Rep. of Germany,HS1992,USD,Export,1,Special,FOB,Last Known Destination,280
1989,Fmr Yugoslavia,SITC Rev.3,YUD,Import,0.031974,Special,CIF,Origin,890
1989,Fmr Yugoslavia,SITC Rev.3,YUD,Export,0.032274,Special,FOB,Last Known Destination,890
1989,France,SITC Rev.3,FRF,Import,0.15688,Special,CIF,Origin,251
1989,France,SITC Rev.3,FRF,Export,0.15692,Special,FOB,Last Known Destination,251
1989,Greece,HS1992,GRD,Import,0.006142,Special,CIF,Consignment,300
1989,Greece,HS1992,GRD,Export,0.00612,Special,FOB,Last Known Destination,300
1989,Ireland,SITC Rev.3,IEP,Import,1.41837,General,CIF,Origin,372
1989,Ireland,SITC Rev.3,IEP,Export,1.41775,General,FOB,Last Known Destination,372
1989,Italy,SITC Rev.3,ITL,Import,0.72862,Special,CIF,Origin,381
1989,Italy,SITC Rev.3,ITL,Export,0.7287,Special,FOB,Last Known Destination,381
1989,Malta,SITC Rev.1,MTL,Import,2.91698,General,CIF,Origin,470
1989,Malta,SITC Rev.1,MTL,Export,2.9148,General,FOB,Last Known Destination,470
1989,Netherlands,SITC Rev.3,NLG,Import,0.471841,Special,CIF,Origin,528
1989,Netherlands,SITC Rev.3,NLG,Export,0.471999,Special,FOB,Last Known Destination,528
1989,Portugal,HS1992,PTE,Import,0.00635,Special,CIF,Origin,620
1989,Portugal,HS1992,PTE,Export,0.00634,Special,FOB,Last Known Destination,620
1989,Spain,HS1992,ESP,Import,0.008445,Special,CIF,Origin,724
1989,Spain,HS1992,ESP,Export,0.00845,Special,FOB,Last Known Destination,724
1989,Sweden,SITC Rev.3,SEK,Import,0.155354,General,CIF,Origin,752
1989,Sweden,SITC Rev.3,SEK,Export,0.15533,General,FOB,Last Known Destination,752
1989,United Kingdom,SITC Rev.3,GBP,Import,1.63708,General,CIF,Consignment,826
1989,United Kingdom,SITC Rev.3,GBP,Export,1.635039,General,FOB,Last Known Destination,826
1989,Fiji,SITC Rev.3,FJD,Import,0.67504,General,CIF,Origin,242
1989,Fiji,SITC Rev.3,FJD,Export,0.67368,General,FOB,Last Known Destination,242
1989,Fmr Dem. Yemen,SITC Rev.2,DZD,Import,2.89855,General,CIF,Consignment,720
1989,Fmr Dem. Yemen,SITC Rev.2,DZD,Export,2.898552,General,FOB,Last Known Destination,720
1989,Fmr Ethiopia,SITC Rev.2,ETB,Import,0.48309,General,CIF,Origin,230
1989,Fmr Ethiopia,SITC Rev.2,ETB,Export,0.48309,General,FOB,Last Known Destination,230
1989,French Guiana,SITC Rev.3,FRF,Import,0.157016,Special,CIF,Origin,254
1989,French Guiana,SITC Rev.3,FRF,Export,0.15662,Special,FOB,Last Known Destination,254
1989,Greenland,SITC Rev.3,DKK,Import,0.136726,General,CIF,Origin,304
1989,Greenland,SITC Rev.3,DKK,Export,0.136726,General,FOB,Last Known Destination,304
1989,Grenada,SITC Rev.2,XCD,Import,0.37037,Special,CIF,Origin,308
1989,Grenada,SITC Rev.2,XCD,Export,0.37037,General,FOB,Last Known Destination,308
1989,Guadeloupe,SITC Rev.3,FRF,Import,0.157308,Special,CIF,Origin,312
1989,Guadeloupe,SITC Rev.3,FRF,Export,0.15738,Special,FOB,Last Known Destination,312
1989,Guatemala,SITC Rev.2,USD,Import,1,Special,CIF,Origin,320
1989,Guatemala,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,320
1989,Haiti,HS1992,HTG,Import,NA,NULL,NULL,NA,332
1989,Haiti,HS1992,HTG,Export,0.199997,General,FOB,Last Known Destination,332
1989,Honduras,SITC Rev.2,USD,Import,1,Special,CIF,Origin,340
1989,Honduras,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,340
1989,India,HS1992,INR,Import,0.061488,General,CIF,Consignment,699
1989,India,HS1992,INR,Export,0.061627,General,FOB,Last Known Destination,699
1989,Indonesia,HS1992,USD,Import,1,Special,CIF,Origin,360
1989,Indonesia,HS1992,USD,Export,1,Special,FOB,Last Known Destination,360
1989,Israel,SITC Rev.3,USD,Import,1,Special,CIF,Purchase,376
1989,Israel,SITC Rev.3,USD,Export,1,Special,FOB,Last Known Destination,376
1989,Jamaica,SITC Rev.2,USD,Import,1,Special,CIF,Origin,388
1989,Jamaica,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,388
1989,Japan,HS1992,JPY,Import,0.007276,General,CIF,Origin,392
1989,Japan,HS1992,JPY,Export,0.007275,General,FOB,Last Known Destination,392
1989,Jordan,SITC Rev.3,JOD,Import,1.73369,General,CIF,Origin,400
1989,Jordan,SITC Rev.3,JOD,Export,1.7342,General,FOB,Last Known Destination,400
1989,Kiribati,SITC Rev.3,AUD,Import,0.7925,General,FOB,Origin,296
1989,Kiribati,SITC Rev.3,AUD,Export,0.7925,General,FOB,Last Known Destination,296
1989,Kuwait,SITC Rev.3,KWD,Import,3.4049,Special,CIF,Origin,414
1989,Kuwait,SITC Rev.3,KWD,Export,3.4049,Special,FOB,Last Known Destination,414
1989,Nepal,SITC Rev.2,NPR,Import,0.396855,General,CIF,Consignment,524
1989,Nepal,SITC Rev.2,NPR,Export,0.39657,General,FOB,Last Known Destination,524
1989,Libya,SITC Rev.2,LYD,Import,3.4229,General,CIF,Origin,434
1989,Libya,SITC Rev.2,LYD,Export,3.4229,General,FOB,Last Known Destination,434
1989,Malaysia,HS1992,MYR,Import,0.3694,General,CIF,Origin,458
1989,Malaysia,HS1992,MYR,Export,0.3693,General,FOB,Last Known Destination,458
1989,Martinique,SITC Rev.3,FRF,Import,0.157001,Special,CIF,Origin,474
1989,Martinique,SITC Rev.3,FRF,Export,0.15651,Special,FOB,Last Known Destination,474
1989,Paraguay,HS1992,USD,Import,1,Special,CIF,Consignment,600
1989,Paraguay,HS1992,USD,Export,1,Special,FOB,Last Known Destination,600
1989,Uruguay,SITC Rev.2,USD,Import,1,Special,CIF,Consignment,858
1989,Uruguay,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,858
1989,Mexico,SITC Rev.3,USD,Import,1,General,CIF,Origin,484
1989,Mexico,SITC Rev.3,USD,Export,1,General,FOB,Last Known Destination,484
1989,Morocco,SITC Rev.2,MAD,Import,1.1788,Special,CIF,Origin,504
1989,Morocco,SITC Rev.2,MAD,Export,1.18019,Special,FOB,Last Known Destination,504
1989,USA,SITC Rev.3,USD,Import,1,General,CIF,Origin,842
1989,USA,SITC Rev.3,USD,Export,1,General,FOB,Last Known Destination,842
1989,Neth. Antilles,SITC Rev.1,ANG,Import,0.557633,Special,CIF,Origin,530
1989,Neth. Antilles,SITC Rev.1,ANG,Export,0.557633,Special,FOB,Last Known Destination,530
1989,New Zealand,HS1992,NZD,Import,0.596602,General,CIF,Consignment,554
1989,New Zealand,HS1992,NZD,Export,0.598352,General,FOB,Last Known Destination,554
1989,Nicaragua,SITC Rev.2,USD,Import,1,General,CIF,Origin,558
1989,Nicaragua,SITC Rev.2,USD,Export,1,General,FOB,Last Known Destination,558
1989,Algeria,SITC Rev.2,DZD,Import,0.131116,Special,CIF,Origin,12
1989,Algeria,SITC Rev.2,DZD,Export,0.13112,Special,FOB,Last Known Destination,12
1989,Tunisia,SITC Rev.2,TND,Import,1.05474,General,CIF,Origin,788
1989,Tunisia,SITC Rev.2,TND,Export,1.05405,General,FOB,Last Known Destination,788
1989,Bermuda,SITC Rev.1,BMD,Import,NA,NULL,NULL,NA,60
1989,Bermuda,SITC Rev.1,BMD,Export,1,General,FOB,Last Known Destination,60
1989,Saint Pierre and Miquelon,SITC Rev.2,FRF,Import,0.15688,Special,CIF,Origin,666
1989,Saint Pierre and Miquelon,SITC Rev.2,FRF,Export,0.15692,Special,FOB,Last Known Destination,666
1989,Papua New Guinea,SITC Rev.2,PGK,Import,1.16809,General,FOB,Origin,598
1989,Papua New Guinea,SITC Rev.2,PGK,Export,1.1685,General,FOB,Consignment,598
1989,Tonga,SITC Rev.1,TOP,Import,0.79027,General,CIF,Origin,776
1989,Tonga,SITC Rev.1,TOP,Export,0.78958,General,FOB,Last Known Destination,776
1989,Rep. of Korea,HS1992,USD,Import,1,Special,CIF,Origin,410
1989,Rep. of Korea,HS1992,USD,Export,1,Special,FOB,Last Known Destination,410
1989,Oman,HS1992,OMR,Import,2.60078,General,CIF,Origin,512
1989,Oman,HS1992,OMR,Export,2.60078,General,FOB,Last Known Destination,512
1989,Qatar,SITC Rev.2,QAR,Import,0.274725,General,CIF,Origin,634
1989,Qatar,SITC Rev.2,QAR,Export,0.27472,General,FOB,Last Known Destination,634
1989,Saudi Arabia,SITC Rev.2,SAR,Import,0.267023,General,CIF,Origin,682
1989,Saudi Arabia,SITC Rev.2,SAR,Export,0.267023,General,FOB,Sale,682
1989,Venezuela,SITC Rev.2,USD,Import,1,General,FOB,Origin,862
1989,Venezuela,SITC Rev.2,USD,Export,1,General,FOB,Consignment,862
1989,Pakistan,SITC Rev.2,PKR,Import,0.048615,General,CIF,Origin,586
1989,Pakistan,SITC Rev.2,PKR,Export,0.04857,General,FOB,Consignment,586
1989,Panama,SITC Rev.2,PAB,Import,1,Special,CIF,Origin,591
1989,Panama,SITC Rev.2,PAB,Export,1,Special,FOB,Last Known Destination,591
1989,Peru,SITC Rev.2,USD,Import,1,Special,CIF,Origin,604
1989,Peru,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,604
1989,Philippines,SITC Rev.2,USD,Import,1,General,CIF,Origin,608
1989,Philippines,SITC Rev.2,USD,Export,1,General,FOB,Last Known Destination,608
1989,Réunion,SITC Rev.3,FRF,Import,0.156553,Special,CIF,Origin,638
1989,Réunion,SITC Rev.3,FRF,Export,0.1562,Special,FOB,Last Known Destination,638
1989,Saint Lucia,SITC Rev.2,XCD,Import,0.37037,General,CIF,Origin,662
1989,Saint Lucia,SITC Rev.2,XCD,Export,0.37037,General,FOB,Last Known Destination,662
1989,Singapore,HS1992,SGD,Import,0.512962,General,CIF,Origin,702
1989,Singapore,HS1992,SGD,Export,0.51295,General,FOB,Last Known Destination,702
1989,Sri Lanka,SITC Rev.2,LKR,Import,0.027708,General,CIF,Origin,144
1989,Sri Lanka,SITC Rev.2,LKR,Export,0.02754,General,FOB,Last Known Destination,144
1989,Suriname,SITC Rev.2,SRG,Import,0.56022,General,CIF,Origin,740
1989,Suriname,SITC Rev.2,SRG,Export,0.56022,General,FOB,Last Known Destination,740
1989,Syria,SITC Rev.2,SYP,Import,0.089088,Special,CIF,Origin,760
1989,Syria,SITC Rev.2,SYP,Export,0.089088,Special,FOB,Last Known Destination,760
1989,Thailand,HS1992,THB,Import,0.038885,General,CIF,Origin,764
1989,Thailand,HS1992,THB,Export,0.03888,General,FOB,Last Known Destination,764
1989,Trinidad and Tobago,SITC Rev.2,TTD,Import,0.235294,Special,CIF,Origin,780
1989,Trinidad and Tobago,SITC Rev.2,TTD,Export,0.23529,Special,FOB,Last Known Destination,780
1990,Algeria,SITC Rev.2,DZD,Import,0.111884,Special,CIF,Origin,12
1990,Algeria,SITC Rev.2,DZD,Export,0.10973,Special,FOB,Last Known Destination,12
1990,Angola,SITC Rev.3,USD,Import,1,NULL,NULL,NA,24
1990,Angola,SITC Rev.3,USD,Export,1,Special,FOB,Last Known Destination,24
1990,Argentina,SITC Rev.2,USD,Import,1,Special,CIF,Origin,32
1990,Argentina,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,32
1990,Aruba,SITC Rev.1,AWG,Import,0.558659,General,CIF,Origin,533
1990,Aruba,SITC Rev.1,AWG,Export,0.558659,General,FOB,Last Known Destination,533
1990,Australia,HS1992,AUD,Import,0.778939,General,FOB,Origin,36
1990,Australia,HS1992,AUD,Export,0.77875,General,FOB,Last Known Destination,36
1990,Austria,SITC Rev.3,ATS,Import,0.088258,Special,CIF,Origin,40
1990,Austria,SITC Rev.3,ATS,Export,0.088267,Special,FOB,Last Known Destination,40
1990,Bahrain,SITC Rev.1,BHD,Import,2.65958,General,CIF,Origin,48
1990,Bahrain,SITC Rev.1,BHD,Export,2.65958,General,FOB,Last Known Destination,48
1990,Bangladesh,HS1992,BDT,Import,0.030288,General,CIF,Origin,50
1990,Bangladesh,HS1992,BDT,Export,0.03027,General,FOB,Last Known Destination,50
1990,Barbados,SITC Rev.2,XCD,Import,0.497191,General,CIF,Origin,52
1990,Barbados,SITC Rev.2,XCD,Export,0.49719,General,FOB,Last Known Destination,52
1990,Belgium-Luxembourg,SITC Rev.3,BEF,Import,0.30002,Special,CIF,Origin,58
1990,Belgium-Luxembourg,SITC Rev.3,BEF,Export,0.30002,Special,FOB,Last Known Destination,58
1990,Belize,SITC Rev.1,BZD,Import,0.5,General,CIF,Origin,84
1990,Belize,SITC Rev.1,BZD,Export,0.5,General,FOB,Last Known Destination,84
1990,Bermuda,SITC Rev.1,BMD,Import,1,General,CIF,Origin,60
1990,Bermuda,SITC Rev.1,BMD,Export,1,General,FOB,Last Known Destination,60
1990,Bolivia ,SITC Rev.2,USD,Import,1,Special,CIF,Origin,68
1990,Bolivia ,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,68
1990,Brazil,HS1992,USD,Import,1,Special,CIF,Purchase,76
1990,Brazil,HS1992,USD,Export,1,Special,FOB,Last Known Destination,76
1990,Brunei Darussalam,SITC Rev.2,BND,Import,0.55193,General,CIF,Origin,96
1990,Brunei Darussalam,SITC Rev.2,BND,Export,0.55193,General,FOB,Last Known Destination,96
1990,Cameroon,SITC Rev.3,XOF,Import,0.003673,Special,CIF,Origin,120
1990,Cameroon,SITC Rev.3,XOF,Export,0.003673,Special,FOB,Last Known Destination,120
1990,Canada,HS1992,CAD,Import,0.856825,General,FOB,Consignment,124
1990,Canada,HS1992,CAD,Export,0.857093,General,FOB,Consignment,124
1990,Chile,HS1992,USD,Import,1,Special,CIF,Purchase,152
1990,Chile,HS1992,USD,Export,1,Special,FOB,Sale,152
1990,China,SITC Rev.2,USD,Import,1,Special,CIF,Origin,156
1990,China,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,156
1990,"China, Hong Kong SAR",SITC Rev.2,HKD,Import,0.128393,General,CIF,Consignment,344
1990,"China, Hong Kong SAR",SITC Rev.2,HKD,Export,0.1284,General,FOB,Last Known Destination,344
1990,"China, Macao SAR",SITC Rev.3,MOP,Import,0.124241,General,CIF,Origin,446
1990,"China, Macao SAR",SITC Rev.3,MOP,Export,0.12424,General,FOB,Last Known Destination,446
1990,Colombia,SITC Rev.2,USD,Import,1,Special,CIF,Purchase,170
1990,Colombia,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,170
1990,Djibouti,SITC Rev.2,DJF,Import,0.005627,Special,CIF,Origin,262
1990,Djibouti,SITC Rev.2,DJF,Export,0.005627,Special,FOB,Last Known Destination,262
1990,Egypt,SITC Rev.2,EGP,Import,0.370719,Special,CIF,Consignment,818
1990,Egypt,SITC Rev.2,EGP,Export,0.371314,Special,FOB,Last Known Destination,818
1990,Kenya,SITC Rev.3,KES,Import,0.04363,General,CIF,Origin,404
1990,Kenya,SITC Rev.3,KES,Export,0.04355,General,FOB,Last Known Destination,404
1990,Madagascar,HS1992,MGF,Import,6.72e-4,Special,CIF,Origin,450
1990,Madagascar,HS1992,MGF,Export,6.7e-4,Special,FOB,Last Known Destination,450
1990,Malawi,HS1992,MWK,Import,0.36594,General,CIF,Origin,454
1990,Malawi,HS1992,MWK,Export,0.37108,General,FOB,Last Known Destination,454
1990,Mauritius,SITC Rev.3,MUR,Import,0.067397,General,CIF,Consignment,480
1990,Mauritius,SITC Rev.3,MUR,Export,0.06746,General,FOB,Last Known Destination,480
1990,Seychelles,SITC Rev.2,SCR,Import,0.188018,General,CIF,Origin,690
1990,Seychelles,SITC Rev.2,SCR,Export,0.18904,General,FOB,Last Known Destination,690
1990,Zimbabwe,SITC Rev.3,ZWD,Import,0.408984,General,FOB,Origin,716
1990,Zimbabwe,SITC Rev.3,ZWD,Export,0.406841,General,FOB,Last Known Destination,716
1990,Cook Isds,SITC Rev.3,NZD,Import,0.598242,General,CIF,Origin,184
1990,Cook Isds,SITC Rev.3,NZD,Export,NA,NULL,NULL,NA,184
1990,Costa Rica,SITC Rev.2,USD,Import,1,Special,CIF,Consignment,188
1990,Costa Rica,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,188
1990,Cyprus,HS1992,CYP,Import,2.1835,General,CIF,Consignment,196
1990,Cyprus,HS1992,CYP,Export,2.1792,General,FOB,Last Known Destination,196
1990,Czechoslovakia,SITC Rev.3,CZK,Import,0.055021,General,FOB,Purchase,200
1990,Czechoslovakia,SITC Rev.3,CZK,Export,0.0552,General,FOB,Sale,200
1990,Denmark,HS1992,DKK,Import,0.1616,General,CIF,Origin,208
1990,Denmark,HS1992,DKK,Export,0.1616,General,FOB,Last Known Destination,208
1990,Dominica,SITC Rev.2,XCD,Import,0.37037,Special,CIF,Origin,212
1990,Dominica,SITC Rev.2,XCD,Export,0.3703,Special,FOB,Last Known Destination,212
1990,Mali,SITC Rev.2,XOF,Import,0.00367,Special,CIF,Origin,466
1990,Mali,SITC Rev.2,XOF,Export,0.00367,Special,FOB,Last Known Destination,466
1990,Senegal,SITC Rev.2,XOF,Import,0.003679,Special,CIF,Origin,686
1990,Senegal,SITC Rev.2,XOF,Export,0.00368,Special,FOB,Last Known Destination,686
1990,Togo,SITC Rev.2,XOF,Import,0.367296,Special,CIF,Origin,768
1990,Togo,SITC Rev.2,XOF,Export,0.367296,Special,FOB,Last Known Destination,768
1990,Ecuador,SITC Rev.3,USD,Import,1,General,CIF,Origin,218
1990,Ecuador,SITC Rev.3,USD,Export,1,General,FOB,Last Known Destination,218
1990,El Salvador,SITC Rev.2,SVC,Import,0.150216,Special,CIF,Origin,222
1990,El Salvador,SITC Rev.2,SVC,Export,0.14472,Special,FOB,Last Known Destination,222
1990,Fmr Dem. Rep. of Germany,SITC Rev.2,USD,Import,1,Special,CIF,Origin,278
1990,Fmr Dem. Rep. of Germany,SITC Rev.2,USD,Export,1,Special,FOB,Last Known Destination,278
1990,Hungary,SITC Rev.2,USD,Import,1,General,CIF,Purchase,348
1990,Hungary,SITC Rev.2,USD,Export,1,General,FOB,Sale,348
1990,Poland,SITC Rev.2,PLN,Import,1.05e-4,General,FOB,Purchase,616
1990,Poland,SITC Rev.2,PLN,Export,1.05e-4,General,FOB,Sale,616
1990,Romania,HS1992,USD,Import,1,Special,FOB,Origin,642
1990,Romania,HS1992,USD,Export,1,Special,FOB,Last Known Destination,642
1990,Iceland,HS1992,ISK,Import,0.017174,General,CIF,Consignment,352
1990,Iceland,HS1992,ISK,Export,0.01712,General,FOB,Last Known Destination,352
1990,Norway,SITC Rev.3,NOK,Import,0.160078,General,CIF,Origin,579
1990,Norway,SITC Rev.3,NOK,Export,0.1609,General,FOB,Last Known Destination,579
1990,Switzerland,HS1992,CHF,Import,0.72136,Special,CIF,Consignment,757
1990,Switzerland,HS1992,CHF,Export,0.7228,Special,FOB,Last Known Destination,757
1990,Faeroe Isds,SITC Rev.3,DKK,Import,0.1616,General,CIF,Origin,234
1990,Faeroe Isds,SITC Rev.3,DKK,Export,0.1616,General,FOB,Last Known Destination,234
1990,Finland,HS1992,FIM,Import,0.26211,General,CIF,Origin,246
1990,Finland,HS1992,FIM,Export,0.26301,General,FOB,Last Known Destination,246
1990,Fmr Fed. Rep. of Germany,HS1992,USD,Import,1,Special,CIF,Origin,280
1990,Fmr Fed. Rep. of Germany,HS1992,USD,Export,1,Special,FOB,Last Known Destination,280
1990,Fmr Yugoslavia,SITC Rev.3,USD,Import,1,Special,CIF,Origin,890
